Marital status,Application mode,Course,Previous qualification,Tuition fees up to date,Scholarship holder,Age at enrollment,Curricular units 1st sem (credited),Curricular units 1st sem (enrolled),Curricular units 1st sem (evaluations),Curricular units 1st sem (approved),Curricular units 1st sem (grade),Inflation rate,Output
1,8,15,1,1,0,21,0,6,7,0,0,1.4,Enrolled
1,15,4,14,0,0,21,0,6,17,2,12.5,0.3,Dropout
1,14,14,1,0,0,35,6,10,10,7,12.14285714,2.6,Dropout
1,12,6,1,1,0,28,0,5,8,3,12,2.6,Dropout
1,8,14,1,1,0,24,0,6,6,4,11.25,1.4,Enrolled
1,1,15,1,0,0,19,0,4,8,0,0,-0.8,Dropout
1,8,14,1,0,0,20,0,6,7,5,12.4,-0.3,Enrolled
1,1,5,1,1,1,20,0,6,6,6,12.83333333,0.3,Graduate
1,1,7,1,1,0,19,0,5,7,1,13,-0.8,Enrolled
1,12,6,1,0,0,37,5,7,7,5,12,1.4,Dropout
1,1,11,1,1,0,19,0,6,13,2,12,2.6,Dropout
1,12,12,1,1,0,36,0,7,18,0,0,-0.3,Dropout
1,12,9,9,1,0,29,0,5,0,0,0,-0.8,Dropout
1,12,4,1,1,0,30,0,6,10,6,11.375,-0.3,Graduate
1,16,14,12,1,0,32,1,6,15,2,12,0.6,Dropout
1,1,3,1,1,0,26,0,6,6,6,11.83333333,1.4,Enrolled
2,15,4,14,1,0,37,0,6,17,1,12,0.3,Dropout
1,12,7,1,1,0,27,1,6,7,3,12,-0.3,Dropout
1,1,15,1,1,1,18,0,6,7,6,12.71428571,-0.3,Graduate
1,1,12,1,1,1,18,0,8,8,8,15.3,-0.8,Graduate
2,12,4,12,0,0,32,2,8,12,2,11.5,2.8,Dropout
1,15,7,14,1,0,20,0,5,12,1,13,0.5,Enrolled
1,14,4,1,1,0,22,0,6,12,0,0,0.3,Dropout
4,12,12,1,1,0,32,0,7,0,0,0,0.5,Dropout
1,1,9,1,1,0,21,0,5,8,4,11,2.6,Enrolled
1,8,14,1,0,0,19,0,6,7,3,12.66666667,1.4,Dropout
1,1,15,1,1,1,18,0,6,6,6,13.5,1.4,Graduate
1,1,9,1,1,1,18,0,5,7,5,12,1.4,Graduate
1,4,9,2,0,0,38,0,5,6,0,0,2.8,Dropout
1,8,16,1,1,0,21,0,6,8,5,11.8,2.6,Dropout
1,1,10,1,0,0,21,0,6,12,2,11.5,-0.8,Dropout
1,1,17,1,1,0,26,0,5,11,2,11.5,2.6,Enrolled
1,1,12,1,1,0,19,0,7,7,6,14.61666667,2.6,Graduate
1,1,12,1,1,1,19,0,8,8,7,14.06,1.4,Enrolled
1,8,11,1,1,0,18,0,6,9,4,11,2.6,Dropout
1,4,9,3,1,0,25,0,5,0,0,0,3.7,Dropout
1,1,12,1,1,0,19,6,14,22,7,12.19230769,2.6,Graduate
1,8,11,1,1,1,18,0,6,6,6,12.83333333,-0.3,Graduate
1,8,9,1,1,1,19,0,5,8,5,12.875,-0.3,Graduate
1,1,10,1,1,1,22,0,6,6,6,12.16666667,0.5,Graduate
1,15,4,14,1,0,21,0,6,11,6,13.42857143,2.8,Graduate
1,8,6,1,1,1,21,0,6,6,6,14.5,1.4,Graduate
1,1,16,1,1,1,20,0,7,7,7,12.14285714,0.6,Graduate
2,1,9,1,1,0,19,0,5,6,4,11.25,1.4,Enrolled
1,1,12,1,1,0,18,0,7,7,6,13.9,2.6,Graduate
1,12,12,1,1,0,26,0,7,12,3,13.76666667,-0.3,Dropout
1,10,9,2,1,0,31,13,15,17,13,11.61538462,2.6,Dropout
1,8,10,1,1,1,18,0,6,6,6,15.16666667,0.6,Graduate
4,4,9,3,1,0,35,0,5,5,0,0,0.6,Dropout
1,1,6,1,1,0,19,0,5,10,2,14.5,3.7,Enrolled
1,1,10,1,1,1,19,0,6,9,5,10.8,2.8,Graduate
1,1,12,1,1,0,18,0,7,7,7,13.99571429,0.6,Graduate
1,8,6,1,1,0,20,0,6,8,6,13.28571429,0.5,Graduate
1,1,2,1,1,1,19,6,12,12,12,12.75,1.4,Graduate
1,14,10,1,1,1,21,0,6,15,2,10.5,1.4,Enrolled
1,8,16,1,1,1,18,0,7,7,7,12.71428571,0.3,Graduate
1,13,12,1,1,0,23,0,8,8,8,12.88625,-0.8,Graduate
1,1,5,1,1,1,21,0,6,7,5,13,0.3,Graduate
1,1,9,1,1,1,19,0,5,7,5,12.2,0.6,Graduate
1,1,9,1,1,0,19,0,5,8,4,12.8,1.4,Enrolled
1,17,6,16,1,0,20,7,11,15,11,13.78571429,1.4,Graduate
1,14,9,1,1,0,18,0,5,5,0,0,0.3,Enrolled
1,1,12,1,1,1,18,0,8,8,8,14.50125,-0.8,Graduate
2,1,12,1,1,0,19,0,7,7,6,14.35,2.6,Graduate
1,8,5,1,1,1,21,0,6,6,6,11.5,-0.8,Graduate
1,1,10,1,1,1,18,0,6,8,6,11.71428571,3.7,Graduate
1,1,14,1,1,0,20,0,6,9,6,13.57142857,2.8,Enrolled
1,1,15,1,1,0,18,0,6,6,5,13,3.7,Graduate
1,8,12,1,1,1,18,0,7,8,7,13.56875,2.8,Graduate
2,14,17,1,1,0,32,1,5,5,5,10.2,-0.8,Enrolled
1,8,2,1,1,0,18,0,0,0,0,0,-0.3,Graduate
1,7,16,1,1,0,19,0,6,8,5,12.2,1.4,Enrolled
1,1,12,1,1,1,18,0,8,8,8,14.15375,-0.8,Graduate
1,1,12,1,0,0,18,0,8,8,0,0,-0.8,Dropout
1,1,15,1,1,0,20,0,6,7,6,13.83333333,0.6,Graduate
1,3,14,1,1,0,19,0,6,7,6,13.42857143,0.5,Enrolled
1,8,12,1,1,0,19,0,8,8,7,12.45428571,1.4,Graduate
1,8,9,1,1,0,18,0,5,9,1,11,-0.8,Enrolled
1,1,12,1,1,0,18,0,7,0,0,0,2.8,Dropout
1,8,12,1,1,1,18,0,7,8,6,13.27166667,0.5,Graduate
1,8,12,1,1,0,20,0,7,8,6,13.54833333,0.6,Enrolled
1,1,15,1,1,0,19,0,6,6,6,12.16666667,0.3,Enrolled
1,1,11,1,1,0,21,0,6,16,2,11,3.7,Dropout
1,1,16,1,1,1,19,0,7,7,7,13.28571429,0.6,Graduate
1,8,10,1,1,1,20,0,6,6,6,13.33333333,2.8,Graduate
1,1,12,1,1,1,21,0,8,8,8,13.2575,-0.8,Graduate
1,15,6,14,1,0,23,0,6,7,0,0,0.6,Dropout
1,8,10,1,0,1,18,0,6,10,6,12.66666667,3.7,Dropout
2,12,17,3,1,0,30,0,5,5,5,14.6,3.7,Dropout
1,1,6,1,1,0,20,0,5,13,0,0,-0.8,Dropout
2,14,9,1,0,0,29,3,5,7,3,12.33333333,1.4,Dropout
1,9,9,1,1,0,24,0,5,5,5,10.8,1.4,Enrolled
1,1,10,1,1,0,20,0,6,7,6,11.66666667,2.6,Graduate
1,14,3,1,1,0,27,0,6,6,4,12.5,-0.3,Dropout
2,4,9,3,1,0,23,0,5,0,0,0,2.6,Dropout
1,16,5,1,1,1,23,0,6,6,6,15.33333333,0.6,Graduate
1,1,12,1,1,0,18,0,8,8,7,14.2,3.7,Graduate
1,1,15,1,1,1,19,0,6,6,6,14.83333333,3.7,Graduate
1,8,12,1,1,0,19,0,7,7,7,13.64285714,-0.3,Dropout
1,1,15,1,1,1,18,0,6,6,6,13.83333333,0.6,Dropout
1,1,5,1,1,0,19,0,6,6,6,11.83333333,-0.8,Graduate
1,1,15,1,1,1,18,0,6,7,6,13.42857143,-0.3,Graduate
1,14,17,1,1,0,29,8,13,16,8,10.5,-0.8,Enrolled
1,12,13,12,1,0,24,0,7,10,6,11.41666667,-0.3,Graduate
1,8,13,1,1,0,19,0,7,16,2,12.75,1.4,Dropout
1,8,13,1,1,0,19,0,7,10,6,11.15,3.7,Enrolled
1,1,14,1,1,0,19,0,6,8,3,11.66666667,1.4,Enrolled
1,8,11,1,1,0,20,0,6,7,6,11.5,0.6,Graduate
1,1,15,1,1,0,18,0,6,6,6,13.83333333,1.4,Graduate
1,1,5,1,0,0,18,1,6,8,6,11.71428571,-0.3,Dropout
1,1,12,1,1,1,19,0,7,8,7,11.67857143,0.5,Graduate
1,7,6,1,1,0,19,0,6,7,6,15.71428571,-0.3,Dropout
1,1,2,1,1,1,18,0,0,0,0,0,-0.3,Graduate
1,1,15,1,1,1,19,0,6,6,6,13,1.4,Graduate
1,1,12,1,1,1,18,0,7,7,7,14.48571429,0.3,Graduate
1,12,17,1,1,0,24,0,5,9,5,12.28571429,0.3,Enrolled
1,12,12,1,1,0,28,0,7,12,4,13.375,-0.3,Enrolled
1,13,12,1,1,0,20,1,8,8,7,11.57142857,3.7,Graduate
1,1,12,1,1,1,19,0,8,8,7,12.65714286,3.7,Graduate
1,8,9,1,0,0,22,0,5,9,2,10,-0.8,Dropout
1,1,10,1,1,0,19,0,6,7,6,13.71428571,3.7,Graduate
1,4,10,3,1,0,36,10,14,21,13,13.07142857,0.3,Graduate
1,15,4,14,1,1,19,0,6,7,6,15.33333333,2.8,Graduate
1,8,10,1,1,0,18,0,6,9,5,11.57142857,0.3,Graduate
4,14,17,9,0,0,40,0,5,10,0,0,2.6,Dropout
1,1,12,1,1,1,19,0,7,7,6,12.9,2.6,Graduate
4,14,12,1,1,0,38,1,8,12,5,13.126,1.4,Enrolled
1,4,6,3,1,0,32,4,10,20,4,11.5,2.8,Dropout
1,1,16,1,1,0,19,0,6,11,3,10.33333333,-0.8,Enrolled
1,8,5,1,1,0,19,0,6,6,6,13.5,1.4,Graduate
2,12,9,1,1,0,35,0,1,1,0,0,1.4,Dropout
1,1,9,1,1,0,20,0,5,5,4,12,2.6,Enrolled
1,8,16,1,1,0,29,2,8,10,7,11.14285714,3.7,Graduate
1,1,17,1,1,0,29,0,5,11,5,11.4,2.8,Enrolled
1,1,12,1,1,1,19,0,8,8,7,12.77142857,-0.8,Enrolled
1,1,12,1,1,1,18,0,8,8,7,13.79857143,1.4,Graduate
2,12,3,12,0,0,25,0,6,7,6,13.33333333,2.6,Graduate
4,12,3,12,0,0,50,0,6,11,0,0,1.4,Dropout
2,1,9,1,1,0,24,14,15,17,14,11.35714286,2.6,Dropout
1,1,7,1,1,0,18,0,5,11,0,0,-0.8,Dropout
1,8,6,1,1,0,20,0,6,13,6,15.69230769,2.8,Graduate
1,7,4,1,1,1,20,13,18,19,18,15.05263158,2.8,Graduate
1,14,17,1,1,0,21,6,10,20,6,11.5,-0.8,Dropout
1,12,10,1,1,0,28,2,8,15,7,11,1.4,Enrolled
1,1,11,1,1,1,19,0,6,6,6,13,0.5,Graduate
1,1,12,1,1,1,18,0,8,8,8,12.93875,-0.8,Graduate
1,8,2,1,1,0,22,0,0,0,0,0,3.7,Graduate
1,15,4,14,1,0,25,0,6,6,0,0,2.8,Dropout
2,12,12,1,0,0,37,0,7,10,5,13,0.6,Dropout
1,12,12,1,0,0,38,0,7,11,5,12.18,0.6,Dropout
2,12,14,1,1,0,36,0,6,13,3,11.33333333,-0.3,Dropout
1,1,12,1,1,0,18,0,8,8,7,13,3.7,Graduate
1,1,14,1,0,0,19,0,5,5,0,0,-0.8,Dropout
1,12,8,1,1,0,24,0,5,13,2,12.5,-0.8,Dropout
1,1,10,1,1,0,20,0,6,9,5,11,0.6,Graduate
1,1,2,1,1,0,21,0,0,0,0,0,3.7,Dropout
2,14,17,1,1,0,32,0,5,5,0,0,2.6,Dropout
2,12,17,12,1,0,39,0,5,9,0,0,3.7,Dropout
1,4,7,3,0,0,33,0,5,6,0,0,3.7,Dropout
1,8,14,1,1,1,20,0,5,5,5,12.4,-0.8,Graduate
1,1,4,1,1,0,19,0,6,8,6,15.5,0.3,Graduate
2,12,17,1,0,0,43,0,5,13,2,11.5,-0.3,Dropout
2,14,17,1,1,0,49,0,5,7,4,13.33333333,0.3,Dropout
1,1,15,1,1,1,18,0,6,8,6,12.66666667,3.7,Graduate
1,12,4,1,1,0,27,0,6,6,0,0,0.6,Enrolled
1,1,9,1,1,1,19,0,5,8,5,12.6,1.4,Dropout
1,12,5,1,1,1,45,0,6,6,6,13.5,0.3,Dropout
1,6,14,1,0,0,19,0,6,6,6,13,-0.3,Graduate
1,15,4,14,1,1,21,0,6,15,6,11.71428571,-0.3,Graduate
1,1,14,1,1,1,18,0,6,8,6,12.16666667,-0.3,Graduate
1,8,9,1,1,0,18,0,5,10,0,0,-0.8,Dropout
1,8,11,1,0,0,29,0,6,12,0,0,-0.8,Dropout
1,1,14,1,1,0,19,0,5,6,5,11.5,-0.8,Graduate
1,1,9,1,1,1,18,0,5,7,4,11.25,0.5,Enrolled
1,15,5,14,1,1,22,2,7,7,7,12.28571429,0.5,Graduate
1,8,12,1,1,1,18,0,7,7,7,12.71857143,0.6,Dropout
1,15,8,14,1,0,20,2,6,12,5,12.4,-0.3,Enrolled
1,1,2,1,1,0,20,0,0,0,0,0,1.4,Dropout
4,12,14,12,1,1,29,0,6,16,1,14,0.6,Dropout
1,12,14,1,1,0,29,0,5,10,3,11.66666667,2.6,Dropout
1,14,15,1,1,0,23,0,6,15,1,13,-0.8,Enrolled
1,8,2,1,1,0,19,0,0,0,0,0,1.4,Dropout
1,1,7,1,1,0,18,0,5,10,0,0,2.6,Dropout
2,13,11,1,1,0,22,2,6,13,4,11.5,2.6,Dropout
1,14,17,1,1,0,34,6,10,10,7,11.71428571,1.4,Dropout
1,14,17,4,1,0,26,0,5,7,5,12.6,-0.3,Graduate
1,8,2,1,1,0,24,12,17,19,13,11.64285714,0.6,Dropout
1,1,14,1,1,1,17,0,6,8,6,14.875,0.6,Graduate
1,14,14,1,1,0,21,0,5,11,2,10,-0.8,Enrolled
2,12,17,1,1,0,34,0,5,5,5,14.2,3.7,Enrolled
1,15,4,14,1,0,19,0,6,8,6,12.71428571,0.5,Graduate
2,12,4,1,0,0,49,4,12,16,5,11.6,1.4,Dropout
1,14,12,1,1,0,23,0,7,14,5,11.94,-0.3,Dropout
1,9,7,1,1,0,18,0,5,10,4,11.6,0.5,Dropout
1,1,12,1,1,0,20,0,7,9,5,12.7,-0.3,Enrolled
1,1,14,1,1,0,19,0,6,6,6,13.33333333,1.4,Graduate
1,13,4,14,1,0,24,4,9,13,8,13.33333333,0.3,Enrolled
1,1,9,1,1,0,18,0,5,5,5,13.4,1.4,Graduate
2,12,11,12,0,0,45,0,6,12,0,0,-0.8,Dropout
1,12,17,1,1,0,30,0,5,5,2,11,2.6,Dropout
1,16,17,14,1,0,28,13,15,17,13,12,1.4,Dropout
1,12,17,1,1,0,40,0,5,0,0,0,3.7,Dropout
1,12,9,12,0,0,32,0,5,5,0,0,1.4,Dropout
1,8,11,1,1,0,19,0,6,12,4,12.5,2.6,Dropout
1,1,5,1,1,0,20,0,6,7,6,13.66666667,0.3,Graduate
1,8,7,1,1,0,18,0,5,10,1,10,-0.8,Dropout
1,8,14,1,0,0,20,0,6,6,6,11.5,1.4,Dropout
1,12,17,1,1,0,39,0,5,7,4,12.25,2.8,Enrolled
1,8,6,1,0,0,19,0,6,11,5,13.6,0.6,Enrolled
1,12,17,9,1,0,38,0,5,11,2,10.5,2.6,Enrolled
1,8,12,1,1,1,18,0,7,7,6,13.26666667,2.6,Graduate
1,8,12,1,1,1,18,0,7,8,7,12.5125,-0.3,Graduate
2,14,8,7,1,0,28,0,5,9,0,0,2.6,Dropout
1,12,14,1,0,0,31,0,6,14,0,0,3.7,Dropout
1,1,12,1,1,0,23,0,7,7,6,13.48333333,2.6,Graduate
1,1,12,1,1,0,21,0,7,9,6,12.565,0.6,Enrolled
1,12,10,12,0,0,33,0,6,8,0,0,0.3,Dropout
1,14,9,1,1,0,22,0,5,9,3,13,3.7,Dropout
1,15,7,14,1,0,20,0,5,6,5,16.5,0.5,Dropout
1,8,14,1,1,0,19,0,6,7,6,13.16666667,1.4,Enrolled
1,15,6,14,1,0,20,1,6,11,6,13.8,0.3,Graduate
1,12,11,9,1,0,25,0,6,7,6,11.16666667,-0.8,Enrolled
1,12,4,1,0,0,25,0,6,0,0,0,-0.3,Dropout
1,1,5,1,1,0,19,0,6,7,6,12.66666667,-0.8,Enrolled
1,1,14,1,1,0,20,0,5,5,5,12.6,2.6,Graduate
2,12,12,12,1,0,33,0,7,7,5,13.06,0.3,Enrolled
1,8,15,1,1,0,19,0,6,7,6,13.83333333,2.6,Graduate
1,12,8,12,1,0,31,0,5,5,0,0,2.6,Dropout
1,15,7,14,0,0,24,2,6,6,2,16,1.4,Dropout
1,15,7,14,0,0,23,0,5,5,0,0,2.8,Dropout
2,12,17,1,0,1,26,0,5,12,3,10.66666667,-0.8,Dropout
2,14,5,2,1,0,38,14,18,18,18,14.5,0.3,Graduate
1,1,7,1,1,1,20,0,5,6,5,14,1.4,Graduate
1,8,7,1,1,0,20,0,5,10,3,13.33333333,0.5,Graduate
1,12,6,12,1,0,25,0,6,0,0,0,1.4,Dropout
1,8,5,1,1,0,19,0,6,9,5,12,1.4,Graduate
1,8,7,1,1,0,18,0,5,6,5,16.2,1.4,Graduate
1,14,17,9,1,0,28,7,13,13,7,10.28571429,1.4,Dropout
1,1,7,1,1,0,18,0,5,5,0,0,-0.8,Enrolled
1,1,11,1,1,1,20,0,6,7,6,13.57142857,1.4,Graduate
1,1,8,1,1,0,18,0,6,7,6,14.28571429,0.6,Graduate
1,8,9,1,1,0,19,0,5,7,5,10.2,0.5,Graduate
1,13,12,1,1,0,24,0,8,16,2,10.25,3.7,Dropout
1,8,6,1,1,0,21,0,6,0,0,0,1.4,Dropout
1,1,14,1,1,1,20,0,6,7,6,14.83333333,3.7,Graduate
1,15,4,14,1,0,21,0,6,12,5,13.625,-0.3,Graduate
2,1,13,1,1,0,24,0,7,7,7,12.27142857,1.4,Graduate
1,12,17,1,1,0,27,0,5,0,0,0,1.4,Dropout
1,8,9,1,0,0,19,0,5,8,4,12.5,1.4,Enrolled
1,12,3,1,1,0,39,3,9,10,9,13.22222222,1.4,Graduate
1,12,1,1,1,0,25,0,7,13,2,15,0.5,Dropout
1,4,2,3,0,0,18,0,0,0,0,0,-0.8,Dropout
1,14,5,1,1,0,19,6,12,12,12,13.16666667,1.4,Graduate
1,9,15,1,1,1,21,0,6,8,5,13.83333333,-0.3,Graduate
1,4,17,15,1,0,27,0,5,0,0,0,1.4,Dropout
1,1,9,1,1,0,19,0,5,6,0,0,2.6,Enrolled
1,8,12,1,1,0,18,0,8,8,7,13.15428571,1.4,Enrolled
1,4,14,3,1,0,27,7,12,12,9,12.33333333,-0.8,Dropout
1,1,15,1,1,0,18,0,6,6,6,13,3.7,Dropout
1,1,8,1,1,0,19,0,5,14,2,11.5,-0.8,Enrolled
1,15,4,14,1,0,19,0,6,15,3,13.25,-0.3,Dropout
1,15,4,14,1,0,22,0,6,12,3,13.33333333,2.8,Enrolled
1,7,10,1,1,0,18,0,6,6,6,13.5,1.4,Graduate
1,7,15,1,1,1,18,0,6,7,6,12.66666667,1.4,Graduate
1,14,9,1,1,0,23,7,11,18,11,15.09090909,-0.8,Dropout
1,9,2,1,0,0,20,0,0,0,0,0,-0.8,Dropout
1,8,15,1,1,0,18,0,6,7,6,13.16666667,0.3,Graduate
1,1,15,1,1,0,18,0,6,6,6,12.83333333,0.5,Graduate
1,8,7,1,1,0,18,0,5,7,5,11.8,1.4,Enrolled
1,8,15,1,1,0,20,0,6,6,6,11.83333333,3.7,Graduate
1,1,15,1,1,0,20,0,6,6,5,12.8,2.8,Graduate
1,15,5,14,1,0,21,2,7,7,5,11.8,0.5,Dropout
1,14,2,1,1,0,22,0,0,0,0,0,-0.3,Enrolled
1,8,7,1,1,0,20,0,5,7,5,15.8,0.6,Dropout
1,1,2,1,1,0,19,0,0,0,0,0,2.8,Enrolled
1,15,7,14,1,0,19,0,5,9,2,12.5,0.5,Enrolled
1,8,14,1,1,0,20,0,6,9,6,14.66666667,1.4,Graduate
1,15,6,14,1,0,19,2,6,10,4,12.5,0.5,Dropout
1,1,7,1,1,0,19,0,5,7,3,12,0.6,Dropout
1,6,7,1,1,0,24,2,8,8,7,13.14285714,1.4,Enrolled
1,8,14,1,1,0,18,0,6,6,3,12.66666667,1.4,Dropout
1,1,7,1,0,1,18,0,5,6,5,15,1.4,Enrolled
1,1,10,1,1,0,18,0,6,7,5,13.6,1.4,Dropout
1,8,15,1,1,0,18,0,6,6,6,12.5,1.4,Graduate
1,8,10,1,1,1,21,0,6,7,6,13.33333333,0.5,Graduate
1,6,6,1,1,0,18,0,6,13,4,12.25,0.6,Dropout
1,1,12,1,1,1,18,0,7,7,7,15.10142857,0.6,Graduate
1,1,10,1,1,1,18,0,6,6,6,13.16666667,1.4,Graduate
1,9,3,1,1,0,23,0,6,8,4,11,-0.3,Dropout
1,1,9,1,1,0,21,0,5,9,3,11.66666667,1.4,Graduate
1,1,10,1,1,0,20,0,6,13,1,10,-0.8,Enrolled
1,8,3,1,1,0,26,4,7,15,7,11.57142857,2.6,Dropout
1,1,15,1,1,1,18,0,6,6,6,12.16666667,2.6,Enrolled
1,1,2,1,1,0,18,0,0,0,0,0,0.3,Dropout
1,1,14,1,0,1,19,0,6,6,6,13.83333333,1.4,Graduate
1,1,12,1,1,1,20,0,7,10,6,12.35714286,-0.3,Graduate
1,1,15,1,0,0,19,0,6,7,6,12.16666667,0.3,Dropout
1,15,10,14,1,0,21,3,6,8,3,12,0.5,Enrolled
1,12,11,1,1,0,33,5,10,14,9,12.41666667,1.4,Graduate
1,1,6,1,1,0,18,0,5,7,4,12.75,2.6,Graduate
1,13,12,6,1,0,21,12,21,33,18,14.93333333,2.6,Graduate
1,1,15,1,1,0,19,0,6,6,6,13,1.4,Graduate
4,12,16,12,0,0,33,0,7,7,7,12.85714286,1.4,Enrolled
2,1,12,1,1,0,18,0,7,10,7,14.455,2.8,Graduate
1,1,14,1,1,1,18,0,6,8,6,14,0.6,Graduate
1,1,15,1,1,1,20,0,6,6,6,13.5,0.6,Graduate
1,1,11,1,0,0,20,0,6,0,0,0,0.6,Dropout
1,8,3,1,1,1,20,0,6,6,6,11.66666667,1.4,Graduate
1,8,6,1,1,1,19,0,5,6,4,12,1.4,Graduate
1,1,10,1,1,1,19,0,6,7,6,11.71428571,-0.3,Graduate
1,8,10,1,1,0,21,0,6,8,6,12.66666667,0.6,Graduate
1,12,6,1,1,0,26,0,6,11,3,11.75,0.5,Enrolled
1,8,10,1,1,0,21,0,6,0,0,0,0.3,Dropout
1,1,12,1,1,0,18,0,8,8,7,12.32857143,3.7,Graduate
5,12,16,12,1,0,27,0,7,14,6,11.66666667,0.5,Dropout
1,14,5,1,1,1,20,5,12,12,12,13.25,2.8,Graduate
1,14,14,14,1,0,21,0,6,8,5,11.83333333,0.3,Enrolled
1,8,13,1,1,1,18,0,7,7,7,13.3,2.8,Graduate
1,15,6,14,1,0,20,1,6,13,6,12.55555556,0.3,Enrolled
1,1,15,1,1,0,18,0,6,6,6,12.83333333,0.6,Graduate
1,15,10,14,1,1,20,3,6,6,6,12.83333333,-0.3,Graduate
1,1,6,1,1,1,19,0,5,10,3,12.66666667,3.7,Graduate
1,1,12,1,1,0,20,0,7,8,6,13.27142857,-0.3,Graduate
1,1,17,1,1,1,20,0,5,5,5,12.4,1.4,Graduate
1,15,6,14,1,0,20,0,5,10,2,14.5,3.7,Enrolled
1,1,10,1,1,0,19,0,6,7,0,0,-0.3,Dropout
1,1,15,1,1,0,18,0,6,7,6,14.28571429,1.4,Graduate
1,1,6,1,1,0,18,0,5,7,3,12.33333333,1.4,Graduate
1,8,12,1,1,1,19,0,7,10,6,12.58333333,-0.3,Graduate
1,1,12,1,1,0,19,0,7,8,6,13.73166667,0.5,Dropout
1,12,4,12,1,0,43,0,6,8,6,12.875,0.3,Enrolled
2,13,5,1,1,0,47,8,10,14,8,14.625,-0.8,Dropout
1,13,9,1,0,0,23,0,3,3,0,0,2.6,Dropout
1,1,10,1,1,1,19,0,6,8,6,12.66666667,1.4,Graduate
1,13,12,1,1,0,20,0,8,11,6,12.49166667,3.7,Graduate
1,1,2,1,1,1,19,6,12,12,12,13.66666667,1.4,Graduate
1,8,6,1,1,0,19,0,6,13,6,16,2.8,Graduate
1,15,6,14,1,0,19,2,6,8,6,14.14285714,-0.3,Graduate
1,12,3,12,1,1,39,0,6,9,6,11.83333333,0.6,Graduate
1,1,5,1,1,1,20,0,6,6,6,12.66666667,1.4,Graduate
1,8,5,1,1,0,21,0,6,6,6,12.5,2.6,Graduate
1,14,10,1,0,0,22,5,11,16,9,10.88888889,-0.8,Graduate
1,1,15,1,1,0,19,0,6,11,1,13,2.6,Dropout
1,8,14,1,1,0,22,0,6,6,6,15.16666667,-0.3,Graduate
1,3,16,1,1,1,19,0,6,8,6,12.66666667,3.7,Graduate
1,1,2,1,1,0,18,0,0,0,0,0,2.6,Dropout
5,12,9,1,1,0,26,0,5,9,5,12,0.6,Enrolled
1,12,17,1,0,0,36,0,5,5,0,0,3.7,Dropout
1,9,2,1,1,1,20,0,0,0,0,0,0.5,Graduate
2,12,9,1,1,0,30,0,5,8,2,11,2.8,Dropout
1,14,4,1,1,0,24,0,6,7,6,15.71428571,2.8,Dropout
1,1,9,1,1,0,26,11,15,15,11,10.81818182,2.6,Dropout
1,1,9,1,0,0,19,0,5,16,1,12,-0.3,Dropout
5,12,10,1,1,0,34,0,6,8,5,12.6,0.5,Graduate
1,14,8,1,1,0,33,0,5,12,1,13,-0.8,Enrolled
1,8,9,1,1,0,19,0,5,8,5,11.6,-0.8,Graduate
1,8,7,1,0,0,26,0,5,11,1,10,1.4,Dropout
1,12,14,1,1,0,29,0,6,7,1,14,0.3,Dropout
1,8,7,1,1,1,19,0,5,9,5,12.6,1.4,Dropout
1,8,2,1,1,0,18,0,0,0,0,0,3.7,Dropout
1,12,17,12,0,0,29,0,5,11,2,11.33333333,0.6,Dropout
1,14,11,1,1,0,21,0,6,6,6,12.66666667,-0.8,Graduate
1,8,11,1,1,0,19,0,6,7,5,10.8,1.4,Enrolled
1,1,12,1,1,0,20,0,7,14,5,12.87857143,2.8,Graduate
1,1,6,1,1,0,18,0,5,5,0,0,2.6,Dropout
1,8,5,1,1,0,18,0,6,6,6,12.83333333,2.8,Enrolled
1,1,9,1,1,1,21,0,5,5,5,12.6,1.4,Enrolled
1,1,9,1,1,0,20,0,5,0,0,0,1.4,Dropout
1,12,7,1,1,1,30,0,5,11,0,0,3.7,Dropout
1,9,14,1,1,0,19,0,6,6,6,14.16666667,-0.3,Graduate
1,16,9,1,1,0,30,0,5,7,5,13.4,1.4,Dropout
1,1,9,1,1,1,22,0,5,8,5,11.2,3.7,Graduate
1,8,2,1,1,0,22,0,0,0,0,0,0.5,Graduate
1,8,5,1,0,0,19,0,6,6,6,12.66666667,0.6,Dropout
1,8,14,1,1,0,21,0,5,7,3,12.33333333,2.6,Dropout
1,8,6,1,1,0,21,0,5,7,4,12.25,2.6,Graduate
1,15,2,14,1,1,21,0,0,0,0,0,2.8,Dropout
1,12,9,1,1,0,27,0,5,13,3,10.75,2.8,Dropout
1,14,1,1,1,0,32,0,7,7,0,0,-0.3,Dropout
1,12,14,9,0,0,40,0,6,13,0,0,2.8,Dropout
1,1,9,1,1,0,20,0,5,9,2,14.33333333,2.6,Enrolled
1,15,8,14,1,0,20,1,5,8,2,11.5,3.7,Dropout
1,1,2,1,1,0,18,0,0,0,0,0,2.6,Graduate
1,14,9,1,1,0,21,0,5,11,2,10.5,3.7,Dropout
1,8,14,1,1,0,18,0,6,6,6,13.5,3.7,Dropout
1,15,4,1,1,0,19,0,6,17,1,11,0.3,Enrolled
5,4,5,3,0,0,30,0,6,6,1,10,2.8,Dropout
1,12,4,9,1,0,29,0,6,17,0,0,2.8,Dropout
1,8,7,1,1,0,18,0,5,10,1,12,2.6,Dropout
1,1,14,1,1,1,18,0,5,6,4,12.25,-0.8,Dropout
